index	race	incar
31609	Black	NA
27913	Black	NA
32172	Black	1
26800	Black	NA
27354	Black	NA
29247	Black	NA
24618	Black	NA
31185	Black	1
32513	Black	1
26190	Black	NA
35141	Black	NA
27307	Black	NA
24525	Black	1
28259	Black	NA
34967	Black	1
28142	Black	1
32381	Black	NA
33277	Black	1
31963	Black	NA
30561	Black	1
33485	Black	1
31584	Black	NA
28775	Black	NA
32705	Black	NA
27063	Black	NA
24072	Black	NA
30062	Black	1
26510	Black	1
35154	Black	1
28199	Black	1
35006	Black	NA
31936	Black	1
28934	Black	1
34095	Black	1
31698	Black	NA
29376	Black	1
30797	Black	NA
29008	Black	NA
27116	Black	1
30042	Black	NA
28639	Black	NA
25822	Black	1
30277	Black	1
34304	Black	NA
34647	Black	NA
34698	Black	NA
32939	Black	1
34505	Black	1
29783	Black	1
26668	Black	1
30030	Black	NA
26645	Black	1
24376	Black	1
30498	Black	1
35134	Black	NA
32746	Black	1
29110	Black	NA
29429	Black	1
28317	Black	NA
27515	Black	NA
30274	Black	1
30736	Black	NA
25067	Black	1
25504	Black	1
24910	Black	NA
30485	Black	NA
25623	Black	1
31554	Black	NA
35159	Black	NA
32188	Black	1
33271	Black	1
26371	Black	1
28073	Black	1
25794	Black	1
30188	Black	NA
33407	Black	1
32558	Black	NA
30634	Black	1
32416	Black	NA
29117	Black	1
25626	Black	1
26516	Black	NA
34151	Black	NA
28538	Black	NA
26289	Black	1
29380	Black	NA
29784	Black	NA
29051	Black	1
23966	Black	1
29755	Black	NA
26048	Black	NA
33110	Black	1
23713	Black	1
28451	Black	NA
32881	Black	1
32444	Black	NA
27561	Black	1
27498	Black	NA
30114	Black	NA
27972	Black	1
33698	Black	NA
31291	Black	1
27775	Black	1
30022	Black	1
32596	Black	1
32795	Black	1
28666	Black	1
34592	Black	1
31953	Black	NA
25206	Black	1
26019	Black	NA
30519	Black	NA
26626	Black	NA
27738	Black	1
32438	Black	1
26340	Black	NA
30897	Black	NA
28612	Black	1
29619	Black	NA
24733	Black	1
28874	Black	NA
28174	Black	1
28468	Black	1
32673	Black	1
24972	Black	NA
28723	Black	NA
33833	Black	NA
23844	Black	NA
32721	Black	1
23834	Black	1
25336	Black	1
25991	Black	1
33312	Black	1
31234	Black	1
26323	Black	1
26463	Black	NA
28878	Black	1
23485	Black	NA
24806	Black	NA
25651	Black	NA
34317	Black	NA
27766	Black	1
34452	Black	1
29769	Black	1
27769	Black	1
26110	Black	1
33482	Black	NA
33528	Black	NA
29362	Black	1
33646	Black	NA
26862	Black	1
23315	Black	1
32626	Black	1
32306	Black	NA
30558	Black	NA
27439	Black	1
31505	Black	1
29115	Black	NA
32294	Black	1
30520	Black	NA
28774	Black	1
28078	Black	NA
27605	Black	NA
31025	Black	1
27599	Black	1
34033	Black	1
24110	Black	1
32083	Black	1
25388	Black	1
34142	Black	1
33226	Black	1
24508	Black	NA
29572	Black	1
34146	Black	NA
34024	Black	1
30313	Black	1
32001	Black	1
25244	Black	NA
30168	Black	1
24943	Black	1
26783	Black	NA
26438	Black	NA
28854	Black	1
23837	Black	1
30456	Black	1
28483	Black	NA
33705	Black	NA
25367	Black	1
24496	Black	1
31028	Black	1
33336	Black	NA
29121	Black	1
33254	Black	1
32716	Black	NA
33877	Black	1
34309	Black	NA
23698	Black	1
30211	Black	1
24971	Black	NA
25689	Black	1
33959	Black	1
33574	Black	NA
26339	Black	NA
33439	Black	1
28410	Black	1
33499	Black	NA
24472	Black	1
25006	Black	1
27565	Black	NA
31014	Black	1
29519	Black	NA
30409	Black	1
25631	Black	1
29511	Black	1
23570	Black	1
25669	Black	1
29029	Black	NA
30776	Black	1
29217	Black	1
26711	Black	NA
28691	Black	1
31118	Black	NA
33867	Black	NA
23183	Black	NA
30889	Black	NA
34813	Black	1
24921	Black	1
24402	Black	NA
26296	Black	1
24009	Black	NA
25823	Black	1
31594	Black	1
32730	Black	1
24113	Black	NA
31830	Black	1
23286	Black	1
30845	Black	1
33350	Black	NA
31133	Black	NA
24383	Black	1
28203	Black	NA
31794	Black	1
34170	Black	NA
23642	Black	1
24551	Black	1
24528	Black	NA
32480	Black	1
23400	Black	NA
26034	Black	NA
28728	Black	NA
32169	Black	1
31126	Black	NA
28231	Black	1
30774	Black	1
24373	Black	1
31942	Black	NA
31740	Black	NA
26579	Black	1
27009	Black	1
24186	Black	NA
24676	Black	NA
29606	Black	1
26136	Black	1
33657	Black	NA
26852	Black	NA
33721	Black	1
35148	Black	1
30714	Black	NA
27907	Black	1
30608	Black	NA
34103	Black	NA
33522	Black	NA
32658	Black	NA
24902	Black	1
30624	Black	1
34080	Black	1
27496	Black	NA
25505	Black	NA
25717	Black	1
29204	Black	NA
30152	Black	1
29672	Black	1
27616	Black	1
34469	Black	1
25850	Black	NA
35156	Black	NA
32027	Black	NA
23852	Black	1
31095	Black	1
34411	Black	1
32003	Black	NA
23401	Black	1
34130	Black	NA
26214	Black	1
28228	Black	1
26087	Black	NA
23617	Black	1
34818	Black	1
23251	Black	1
23416	Black	1
24591	Black	NA
25050	Black	NA
32028	Black	1
28279	Black	NA
29009	Black	1
27417	Black	NA
23296	Black	1
30658	Black	NA
33908	Black	1
27916	Black	1
28981	Black	1
31783	Black	1
27212	Black	1
23153	Black	NA
29802	Black	NA
29697	Black	NA
34481	Black	1
24047	Black	NA
23591	Black	1
26901	Black	1
31242	Black	NA
24635	Black	1
30865	Black	1
25741	Black	NA
31246	Black	1
31661	Black	1
27054	Black	1
28786	Black	1
32906	Black	NA
30870	Black	1
32239	Black	1
31229	Black	1
34354	Black	NA
23071	Black	1
30120	Black	1
30649	Black	1
34340	Black	1
26713	Black	1
24233	Black	1
23866	Black	NA
35169	Black	1
34051	Black	NA
34749	Black	1
23344	Black	1
31979	Black	1
26622	Black	1
29645	Black	NA
32495	Black	1
23451	Black	1
28242	Black	1
31440	Black	1
28534	Black	NA
31852	Black	1
26360	Black	NA
27633	Black	NA
24184	Black	NA
26565	Black	NA
30510	Black	NA
23064	Black	1
34365	Black	1
24989	Black	NA
34856	Black	NA
34727	Black	NA
25241	Black	1
23041	Black	1
34961	Black	NA
25566	Black	1
32240	Black	NA
26643	Black	1
23284	Black	1
31134	Black	1
28200	Black	NA
23095	Black	1
32281	Black	1
33581	Black	NA
32034	Black	1
27506	Black	1
25983	Black	1
31295	Black	1
34784	Black	NA
28079	Black	NA
23356	Black	1
31144	Black	1
27733	Black	1
31223	Black	NA
23360	Black	NA
26492	Black	1
31211	Black	NA
24615	Black	NA
27902	Black	1
27047	Black	NA
23858	Black	1
33225	Black	1
34040	Black	NA
27053	Black	1
24106	Black	NA
34077	Black	NA
26848	Black	NA
27500	Black	1
30339	Black	NA
30626	Black	1
25682	Black	1
30602	Black	NA
24087	Black	1
32292	Black	1
30352	Black	1
26311	Black	NA
30028	Black	1
27936	Black	1
23468	Black	1
34569	Black	NA
27763	Black	1
33819	Black	1
24091	Black	NA
31546	Black	1
34596	Black	1
34507	Black	NA
35013	Black	NA
31820	Black	NA
23042	Black	1
25308	Black	1
34031	Black	1
29685	Black	1
28031	Black	1
30425	Black	1
31388	Black	1
30299	Black	1
24880	Black	1
30577	Black	1
28431	Black	NA
23029	Black	1
30054	Black	NA
33043	Black	NA
34422	Black	NA
30358	Black	1
30248	Black	1
33662	Black	NA
33944	Black	NA
33633	Black	1
32137	Black	1
24814	Black	1
28889	Black	NA
33596	Black	1
25377	Black	NA
24227	Black	NA
23596	Black	NA
32508	Black	NA
23945	Black	NA
26208	Black	1
30855	Black	1
27085	Black	NA
27396	Black	NA
29471	Black	1
32908	Black	1
26939	Black	1
28331	Black	1
35113	Black	NA
28526	Black	1
34719	Black	1
32263	Black	NA
26957	Black	NA
32308	Black	NA
29735	Black	NA
31324	Black	1
32722	Black	1
26420	Black	1
31803	Black	1
25835	Black	NA
25215	Black	NA
34960	Black	1
29537	Black	NA
34227	Black	1
27285	Black	NA
23384	Black	NA
33824	Black	NA
23554	Black	1
29675	Black	1
26987	Black	1
23733	Black	1
33236	Black	NA
26105	Black	NA
28525	Black	1
30899	Black	NA
33105	Black	NA
30008	Black	1
30672	Black	NA
23588	Black	1
33007	Black	NA
24805	Black	1
23275	Black	1
30625	Black	NA
29433	Black	NA
25918	Black	1
28458	Black	1
33370	Black	1
23329	Black	NA
16805	White	NA
12125	White	1
19523	White	NA
16713	White	1
14208	White	1
955	White	NA
7600	White	1
19163	White	NA
9473	White	NA
14192	White	1
22447	White	NA
3707	White	NA
17699	White	NA
21158	White	1
1754	White	NA
2379	White	NA
19956	White	NA
9008	White	1
7140	White	1
15493	White	1
1249	White	NA
14860	White	NA
10632	White	NA
18124	White	NA
19454	White	NA
1220	White	NA
9973	White	NA
9890	White	1
22721	White	NA
15125	White	1
13421	White	NA
2948	White	NA
7359	White	1
1644	White	NA
19589	White	1
6425	White	NA
5863	White	NA
19584	White	NA
22043	White	1
15552	White	1
13667	White	NA
15702	White	1
18106	White	NA
18670	White	1
2031	White	1
5630	White	NA
18001	White	1
21448	White	NA
14493	White	NA
18288	White	1
10148	White	1
20598	White	NA
20115	White	NA
16909	White	NA
21665	White	NA
4052	White	NA
6190	White	1
22917	White	1
3444	White	1
5133	White	1
20296	White	1
19346	White	1
22996	White	1
18707	White	NA
6044	White	1
12512	White	1
19342	White	NA
20477	White	1
26	White	NA
22206	White	NA
4148	White	1
13682	White	NA
19108	White	1
15665	White	NA
2130	White	1
6855	White	NA
10585	White	NA
9102	White	1
18839	White	NA
3004	White	NA
14505	White	1
1495	White	NA
329	White	NA
6244	White	NA
6711	White	NA
10061	White	1
5801	White	NA
4891	White	1
11079	White	NA
2239	White	NA
52	White	1
17542	White	NA
20398	White	NA
17328	White	NA
3034	White	NA
4141	White	1
5251	White	NA
1727	White	NA
14914	White	NA
9609	White	NA
22449	White	1
20181	White	1
2961	White	NA
12580	White	NA
10419	White	NA
9672	White	NA
3318	White	NA
817	White	NA
18335	White	1
21260	White	1
1653	White	1
9857	White	1
11054	White	NA
13814	White	NA
5440	White	NA
17717	White	1
9161	White	NA
17356	White	1
15060	White	NA
10021	White	NA
5620	White	NA
17820	White	1
7277	White	1
15393	White	NA
11065	White	1
8370	White	NA
2391	White	1
3803	White	NA
18737	White	NA
8366	White	1
17279	White	NA
54	White	1
2416	White	NA
9038	White	1
22376	White	1
17247	White	1
1054	White	NA
15245	White	1
10370	White	1
20057	White	1
11320	White	1
18284	White	1
192	White	NA
2808	White	NA
6654	White	1
2307	White	1
17003	White	1
21696	White	NA
4468	White	NA
8492	White	1
14131	White	1
22098	White	1
13497	White	NA
11567	White	NA
12890	White	NA
20105	White	NA
1649	White	NA
11990	White	NA
22592	White	1
12551	White	NA
10054	White	NA
13310	White	1
18361	White	1
221	White	NA
14255	White	NA
207	White	NA
8571	White	NA
14438	White	NA
10397	White	NA
2570	White	1
3403	White	1
5779	White	1
9026	White	NA
11298	White	NA
21415	White	NA
20632	White	1
15505	White	NA
22274	White	NA
9494	White	NA
5624	White	NA
21474	White	1
18172	White	NA
22507	White	NA
1195	White	1
7733	White	1
17450	White	NA
12244	White	1
18585	White	NA
3796	White	NA
7556	White	1
19115	White	NA
6934	White	1
5933	White	NA
4510	White	NA
3156	White	NA
2376	White	NA
3689	White	1
4208	White	NA
4822	White	NA
20555	White	1
11549	White	1
20844	White	NA
13756	White	1
8726	White	NA
22130	White	1
2109	White	NA
13308	White	NA
16242	White	NA
2721	White	NA
6702	White	1
9853	White	1
12473	White	NA
15401	White	1
13857	White	1
21678	White	NA
18181	White	NA
14291	White	1
16651	White	NA
1723	White	1
15113	White	NA
5942	White	NA
19856	White	1
22078	White	1
14295	White	NA
15550	White	NA
1337	White	NA
19480	White	NA
3744	White	NA
18943	White	NA
14194	White	NA
9452	White	NA
15444	White	NA
18505	White	NA
14801	White	1
7368	White	1
14727	White	1
4768	White	NA
10378	White	NA
18742	White	NA
18954	White	1
21783	White	NA
15477	White	1
19085	White	1
13630	White	NA
5652	White	NA
9146	White	NA
2772	White	1
2079	White	NA
2624	White	1
11500	White	1
11897	White	NA
21149	White	1
1245	White	1
12649	White	1
1717	White	NA
11494	White	NA
19768	White	1
13124	White	NA
12636	White	1
14373	White	1
5345	White	1
1437	White	1
18643	White	NA
14120	White	1
15855	White	NA
7291	White	1
14403	White	1
16607	White	1
2544	White	NA
12038	White	1
10312	White	NA
21430	White	NA
14180	White	NA
4395	White	1
12895	White	NA
13511	White	1
19974	White	NA
14498	White	NA
2515	White	1
6964	White	1
20167	White	NA
13549	White	1
15564	White	NA
10513	White	1
18897	White	NA
20680	White	1
14566	White	1
6598	White	NA
14528	White	1
11708	White	NA
11862	White	NA
20270	White	NA
22811	White	NA
11344	White	1
2679	White	NA
20851	White	1
1915	White	NA
10616	White	NA
4071	White	NA
5648	White	NA
15495	White	NA
11251	White	NA
19569	White	1
5938	White	NA
16175	White	1
11061	White	NA
8472	White	NA
5723	White	NA
366	White	NA
12591	White	NA
20352	White	1
4540	White	NA
2680	White	NA
6388	White	1
4783	White	1
14738	White	NA
20314	White	1
12812	White	NA
22445	White	NA
20172	White	1
20499	White	NA
8360	White	NA
9422	White	1
2975	White	1
6268	White	1
4668	White	NA
12505	White	1
3496	White	NA
16148	White	NA
13892	White	NA
10946	White	NA
3018	White	NA
15936	White	1
12788	White	NA
1311	White	1
6714	White	NA
18112	White	NA
4206	White	1
5357	White	1
2124	White	1
16883	White	NA
5486	White	1
10417	White	1
18894	White	NA
19656	White	1
21032	White	NA
12386	White	NA
5046	White	NA
22033	White	NA
6890	White	NA
460	White	1
14532	White	NA
18658	White	NA
16663	White	NA
7541	White	NA
10066	White	1
7344	White	1
4752	White	NA
22286	White	1
20748	White	NA
7214	White	NA
3429	White	1
6164	White	1
11125	White	NA
12350	White	NA
5526	White	1
21201	White	1
11819	White	1
6717	White	1
16441	White	1
12348	White	NA
700	White	1
6965	White	1
8919	White	1
8608	White	NA
22228	White	1
5002	White	NA
18272	White	1
6838	White	1
15198	White	1
20110	White	NA
3856	White	1
10092	White	1
1864	White	1
17235	White	1
22919	White	1
13513	White	NA
21929	White	1
21473	White	1
1318	White	NA
13825	White	NA
17841	White	1
14718	White	NA
18941	White	1
17098	White	NA
11075	White	1
7734	White	NA
8261	White	1
16595	White	NA
17465	White	NA
14848	White	NA
7629	White	NA
22937	White	NA
18117	White	1
4722	White	1
3872	White	1
9512	White	NA
3717	White	NA
22132	White	NA
22409	White	NA
589	White	NA
11183	White	1
17088	White	1
8278	White	1
16995	White	NA
4269	White	NA
827	White	NA
35	White	NA
9174	White	NA
22167	White	NA
14546	White	NA
16140	White	NA
7691	White	NA
20708	White	1
5949	White	1
6524	White	NA
162	White	NA
1163	White	1
1489	White	NA
2704	White	1
20996	White	1
6302	White	1
10830	White	1
1875	White	NA
779	White	NA
10317	White	1
127	White	NA
8170	White	NA
20225	White	NA
16675	White	NA
9970	White	1
22563	White	1
622	White	NA
14501	White	NA
1692	White	1
15570	White	NA
10561	White	1
13423	White	NA
20922	White	NA
210	White	NA
3691	White	1
3849	White	1
18026	White	1
14202	White	NA
5207	White	1
890	White	1
18928	White	1
3902	White	1
21685	White	1
15686	White	NA
4480	White	1
18910	White	NA
19692	White	1
21279	White	NA
9336	White	NA
11228	White	1
13640	White	1
5119	White	1
10232	White	NA
22244	White	NA
16716	White	1
22599	White	1
18174	White	NA
1829	White	1
1699	White	NA
16450	White	NA
13531	White	NA
1430	White	1
5192	White	1
613	White	1
7024	White	1
7107	White	1
19182	White	1
15972	White	NA
13691	White	1
14382	White	1
19074	White	1
15235	White	NA
381	White	1
1865	White	NA
10285	White	1
20564	White	1
6806	White	NA
188	White	NA
3705	White	1
8756	White	NA
22666	White	NA
1880	White	1
796	White	1
18805	White	NA
19094	White	NA
21528	White	1
468	White	1
7022	White	NA
680	White	1
7469	White	NA
11635	White	NA
3574	White	NA
9327	White	NA
2925	White	1
16055	White	NA
2656	White	1
19259	White	1
16415	White	1
14369	White	1
20010	White	1
16703	White	1
1332	White	1
20935	White	NA
3309	White	NA
3652	White	NA
3750	White	1
20463	White	NA
15525	White	1
13297	White	1
8116	White	1
5696	White	NA
6647	White	NA
5472	White	NA
21915	White	NA
19412	White	1
14032	White	NA
1675	White	1
13728	White	1
19895	White	NA
1187	White	NA
3223	White	NA
372	White	1
17991	White	NA
9229	White	NA
9300	White	NA
9365	White	NA
961	White	1
11192	White	NA
12910	White	1
6003	White	NA
3611	White	1
18399	White	1
16515	White	1
12682	White	1
4292	White	NA
11155	White	NA
7858	White	NA
18915	White	NA
11570	White	1
22248	White	1
7237	White	NA
2922	White	NA
14107	White	1
539	White	1
658	White	1
15726	White	1
8797	White	NA
9762	White	NA
11277	White	1
334	White	1
4534	White	NA
929	White	1
17396	White	NA
5166	White	1
5375	White	NA
18859	White	NA
20723	White	NA
12903	White	NA
3046	White	1
7	White	NA
8729	White	NA
22972	White	NA
3962	White	NA
12745	White	1
21785	White	1
5464	White	1
10356	White	1
3501	White	1
11109	White	1
12524	White	NA
13087	White	NA
14996	White	NA
16484	White	1
8792	White	NA
3761	White	1
15361	White	NA
8288	White	1
15504	White	1
647	White	1
15058	White	NA
5765	White	NA
6386	White	NA
9001	White	NA
241	White	NA
9801	White	1
5591	White	NA
15664	White	NA
11062	White	NA
12982	White	NA
19906	White	NA
21909	White	NA
22887	White	1
1519	White	NA
9486	White	1
15839	White	1
19920	White	1
3845	White	1
13639	White	NA
12431	White	1
12141	White	NA
10754	White	NA
21710	White	NA
974	White	NA
7783	White	NA
15885	White	NA
17993	White	1
17406	White	NA
13893	White	NA
14106	White	1
12881	White	NA
5191	White	1
18033	White	NA
15040	White	NA
21654	White	1
11616	White	NA
17351	White	1
16736	White	NA
11813	White	NA
16331	White	1
756	White	NA
22895	White	NA
6931	White	NA
14788	White	NA
14400	White	NA
21478	White	NA
3402	White	NA
3306	White	NA
490	White	1
2148	White	NA
18254	White	NA
102	White	NA
4527	White	NA
17547	White	NA
15309	White	NA
201	White	1
19658	White	1
9204	White	1
22662	White	NA
12109	White	NA
21182	White	1
12630	White	1
14072	White	NA
8005	White	NA
19784	White	NA
5477	White	1
19802	White	NA
7593	White	NA
6285	White	NA
10678	White	1
17885	White	1
2671	White	1
14700	White	NA
20550	White	1
14796	White	NA
11597	White	1
20131	White	1
421	White	1
2330	White	1
14985	White	NA
13003	White	1
6663	White	NA
1452	White	NA
22758	White	NA
1908	White	1
6330	White	1
512	White	1
